substance_class	substance_source	substance_name	substance_smiles	substance_zinc_id	substance_iupac	substance_binding_site	measurement	activity_KCNQ1_uM	activity_KCNQ1_KCNE1_uM	activity_KCNQ2_uM	activity_KCNQ3_uM	activity_KCNQ2_KCNQ3_uM	activity_KCNQ4_uM	activity_KCNQ5_uM	activity_KCNQ3_KCNQ5_uM	activity_hERG_uM	activity_GABAA_uM	reference	status	comment
NA	Qi_Mar2011	Qi_Mar2011_25	COc1ccc(-c2c(C(F)(F)F)nn3c(=O)cc(-c4cc(F)c(Cl)nc4Cl)[nH]c23)cc1OC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	Qi_Mar2011	Qi_Mar2011_26	O=c1cc(-c2cccc([N+](=O)[O-])c2)[nH]c2c(-c3cccs3)c(C(F)(F)F)nn12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	Qi_Mar2011	Qi_Mar2011_27	O=c1cc(-c2cc(F)c(F)c(F)c2F)[nH]c2c(-c3cccs3)c(C(F)(F)F)nn12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	Qi_Mar2011	Qi_Mar2011_28	CC(C)(C)c1cc(=O)n2nc(C(F)(F)F)c(-c3cccc4ccccc34)c2[nH]1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	Qi_Mar2011	Qi_Mar2011_29	O=c1cc(C(F)(F)F)[nH]c2c(-c3ccc(Cl)cc3)c(C(F)(F)F)nn12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	Qi_Mar2011	Qi_Mar2011_30	O=c1cc(-c2cc(F)c(F)cc2F)[nH]c2c(-c3ccc(Cl)cc3)c(C(F)(F)F)nn12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	retigabine	retigabine	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N	ZINC16154	ethyl N-[2-amino-4-[(4-fluorophenyl)methylamino]phenyl]carbamate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Qi, 2011, 10.1016/j.ejmech.2011.01.010)	NA	NA
NA	ICA	ICA-27242	CC1=NC=C(NC(C2=CC=C(F)C(F)=C2)=O)C=C1	ZINC34279515	NA	NA	activator	NA	NA	NA	NA	0.2	NA	NA	NA	NA	NA	(Wickenden, 2008, 10.1124/mol.107.043216)	NA	NA
NA	XE-991	XE-991	O=C1C2=CC=CC=C2C(CC3=CC=NC=C3)(CC4=CC=NC=C4)C5=C1C=CC=C5	ZINC37866146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Wickenden, 2008, 10.1124/mol.107.043216)	NA	NA
NA	linopirdine	linopirdine	O=C1N(C2=CC=CC=C2)C3=CC=CC=C3C1(CC4=CC=NC=C4)CC5=CC=NC=C5	ZINC34279515	3,3-bis(4-pyridinylmethyl)-1-phenylindolin-2-one	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Wickenden, 2008, 10.1124/mol.107.043216)	NA	NA
NA	QO	QO-26	FC(F)(F)C1=NN2C(C=C(CCl)NC2=C1C3=CC=CC=C3)=O	ZINC101404844	NA	NA	NA	NA	NA	NA	NA	11.69	NA	NA	NA	NA	NA	(Jia, 2011, 10.1159/000327384)	NA	NA
NA	QO	QO-28	FC(F)(F)C1=NN2C(C=C(C(F)(F)F)NC2=C1C3=CC=CC=C3)=O	ZINC100232446	NA	NA	NA	NA	NA	NA	NA	4.54	NA	NA	NA	NA	NA	(Jia, 2011, 10.1159/000327384)	NA	NA
NA	QO	QO-40	FC(F)(F)C1=NN2C(C=C(CCl)NC2=C1C3=CC=CC4=C3C=CC=C4)=O	ZINC101404851	NA	NA	NA	NA	NA	NA	NA	6.94	NA	NA	NA	NA	NA	(Jia, 2011, 10.1159/000327384)	NA	NA
NA	QO	QO-41	FC(F)(F)C1=NN2C(C=C(C(F)(F)F)NC2=C1C3=CC=CC4=C3C=CC=C4)=O	ZINC101404853	NA	NA	NA	NA	NA	NA	NA	2.22	NA	NA	NA	NA	NA	(Jia, 2011, 10.1159/000327384)	NA	NA
NA	retigabine	retigabine	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N	ZINC16154	ethyl N-[2-amino-4-[(4-fluorophenyl)methylamino]phenyl]carbamate	NA	NA	NA	NA	NA	NA	0.86	NA	NA	NA	NA	NA	(Jia, 2011, 10.1159/000327384)	NA	NA
NA	retigabine	SCR-2682	Cc1cc(N2CCc3sc(Br)cc3C2)cc(C)c1NC(=O)CC(C)(C)C	ZINC207538810	NA	NA	activator	NA	NA	0.0263	0.0112	0.0098	0.0288	NA	0.0111	NA	NA	(Zhang, 2019, 10.1096/fj.201802848RR)	Blocked by W236L, similar activation mechanism with RTG but not QO‐58	NA
NA	DS-1291	DS-1291	COC(NC(=O)C=Cc1ccccc1F)C3CC4(N2CCOCC2)CCC3C4(OC)OC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Zhang, 2019, 10.1096/fj.201802848RR)	NA	NA
NA	LAC-278	LAC-278	COC(NC(=O)C=Cc1ccccc1F)C2C4CCC2(N3CCOCC3)CC4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Zhang, 2019, 10.1096/fj.201802848RR)	NA	NA
NA	Wipf_lab	RL-648-73	CCOC(Nc(c(N)c1F)ccc1NCc1cc(C(F)(F)F)ccc1)=O	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Wipf_lab	RL-648-81	CCOC(Nc(c(N)c1F)ccc1NCc1ccc(C(F)(F)F)cc1)=O	ZINC526061662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Wipf_lab	RL-648-86	CC(C)OC(Nc(c(N)c1F)ccc1NCc(cc1)ccc1F)=O	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Wipf_lab	RL-673-02	CCOC(Nc(ccc(NCc1cccc(S(F)(F)(F)(F)F)c1)c1F)c1N)=O	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Wipf_lab	RL-702-18	CCOC(Nc(c(N)c1F)ccc1NCc(ccc(C(F)(F)F)c1)c1F)=O	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Wipf_lab	RL-702-24	CCOC(Nc(c(N)c1F)ccc1NCc1cnc(C(F)(F)F)cc1)=O	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Wipf_lab	RL-702-31	CCOC(Nc(c(N)c1F)ccc1NCc1ncc(C(F)(F)F)cc1)=O	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Wipf_lab	RL-702-32	CC(C)OC(Nc(c(N)c1F)ccc1NCc1ccc(C(F)(F)F)cc1)=O	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Wipf_lab	RL-702-56	Nc(c(NC(OC1CC1)=O)ccc1NCc2ccc(C(F)(F)F)cc2)c1F	ZINC1776011349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Wipf_lab	RL-719-58	CCOC(Nc(c(N)c1F)cc(-c(c(NCc2ccc(C(F)(F)F)cc2)c2F)cc(NC(OCC)=O)c2N)c1NCc1ccc(C(F)(F)F)cc1)=O	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Wipf_lab	RL-719-71	CCOC(Nc(cc(c(NCc1ccc(C(F)(F)F)cc1)c1F)F)c1N)=O	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Wipf_lab	RL-740-73	CCOC(Nc(cc(C(F)(F)F)c(NCc1ccc(C(F)(F)F)cc1)c1F)c1N)=O	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Wipf_lab	RL-762-27	CCOC(Nc(c(N)c1)cc(-c(cc(c(N)c2)NC(OCC)=O)c2NCc(cc2)ccc2F)c1NCc(cc1)ccc1F)=O	ZINC1848436007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Wipf_lab	RL-762-72	CCOC(Nc(c(N)c1)cc(F)c1NCc1ccc(C(F)(F)F)cc1)=O	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Wipf_lab	RL-783-23	CCOC(Nc(c(N)c1F)ccc1NCc1nc(C#N)c(C(F)(F)F)cc1)=O	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Wipf_lab	RL-844-35	Nc(c(NC(OC1CC1)=O)ccc1NCc(ccc(C(F)(F)F)c2)c2F)c1F	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Wipf_lab	RL-844-36	Nc(c(F)c(c(F)c1)NCc(ccc(C(F)(F)F)c2)c2F)c1NC(OC1CC1)=O	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Wipf_lab	RL-844-46	Nc(c(NC(OC1CC1)=O)c(cc1NCc(ccc(C(F)(F)F)c2)c2F)F)c1F	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Wipf_lab	RL-844-50	Nc(c(F)c(c(F)c1F)NCc(ccc(C(F)(F)F)c2)c2F)c1NC(OC1CC1)=O	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Wipf_lab	RL-844-67	Nc(c(NC(OC1CC1)=O)ccc1NCc2cnc(C(F)(F)F)cc2)c1F	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Wipf_lab	RL-844-68	Nc(c(NC(OC1CC1)=O)ccc1NCc2ncc(C(F)(F)F)cc2)c1F	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Wipf_lab	RL-844-96	Nc(c(NC(OC1CC1)=O)ccc1NCc2ncc(C(F)(F)F)cc2F)c1F	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Wipf_lab	RL-880-01	Nc(c(F)c(c(F)c1)NCc2ncc(C(F)(F)F)cc2F)c1NC(OC1CC1)=O	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Wipf_lab	RL-880-12	Nc(c(NC(OC1CC1)=O)c(cc1NCc2ncc(C(F)(F)F)cc2F)F)c1F	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	Wipf_lab	RL-880-15	Nc(c(F)c(c(F)c1F)NCc2ncc(C(F)(F)F)cc2F)c1NC(OC1CC1)=O	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	rottlerin	rottlerin	O=C(c1c(O)c(c(O)c(c1O)C)Cc3c(O)c(C(=O)\C=C\c2ccccc2)c4OC(/C=C\c4c3O)(C)C)C	ZINC3874886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(De Silva, 2018, 10.1126/sciadv.aav0824)	NA	pretty cool traditional/folk medicine connection
NA	CPT1	3-ethyl-2-hydroxy-2-cyclopenten-1-one (CPT1)	CCC1=C(C(=O)CC1)O	ZINC25695693	3-Ethyl-2-hydroxycyclopent-2-en-1-one	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(De Silva, 2018, 10.1126/sciadv.aav0824)	NA	NA
NA	amino acid	glutaconic acid	O=C(O)\C=C\CC(=O)O	ZINC160274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(De Silva, 2018, 10.1126/sciadv.aav0824)	NA	NA
NA	phospholipid	1-heptane	C=CCCCCC	ZINC1699515	hept-1-ene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(De Silva, 2018, 10.1126/sciadv.aav0824)	NA	NA
NA	amino acid	isovaleric acid	O=C(O)CC(C)C	ZINC388188	3-Methylbutanoic acid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(De Silva, 2018, 10.1126/sciadv.aav0824)	NA	NA
NA	natural product	2-Mercaptophenol	Oc1ccccc1S	ZINC19597470	2-Sulfanylphenol	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(De Silva, 2018, 10.1126/sciadv.aav0824)	NA	NA
NA	phospholipid	oleamide	O=C(N)CCCCCCC\C=C/CCCCCCCC	ZINC8036015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(De Silva, 2018, 10.1126/sciadv.aav0824)	NA	NA
NA	phospholipid	palmitic acid	CCCCCCCCCCCCCCCC(=O)O	ZINC6072466	Hexadecanoic acid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(De Silva, 2018, 10.1126/sciadv.aav0824)	NA	NA
NA	phospholipid	sorbic acid	O=C(O)\C=C\C=C\C	ZINC1558385	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(De Silva, 2018, 10.1126/sciadv.aav0824)	NA	NA
NA	natural product	valeric acid	CCCCC(O)=O	ZINC31500905	Pentanoic acid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(De Silva, 2018, 10.1126/sciadv.aav0824)	NA	NA
NA	NA	UCL-2077	C1(CNC(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)=CC=CN=C1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(De Silva, 2018, 10.1126/sciadv.aav0824)	NA	NA
NA	Chanda_Jan2012	HMR1556	CC2(C)[C@H](O)[C@@H](N(S(C)(=O)=O)C)C1=CC(OCCCC(F)(F)F)=CC=C1O2	NA	N‐(6‐cyano‐3‐hydroxy‐2,2‐dimethyl‐3,4‐dihydrochromen‐4‐yl)‐N‐methylethanesulfonamide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Chadha, 2012, 10.1111/j.1476-5381.2012.01863.x)	NA	NA
NA	Chanda_Jan2012	L-768,673	O=C(N[C@H]1C(N(CC(F)(F)F)C2=CC=CC=C2C(C3=CC=CC=C3)=N1)=O)CC4=CC=C(C(F)(F)F)C=C4C(F)(F)F	NA	6732‐[2,4‐bis(trifluoromethyl)phenyl]‐N‐[(3R)‐2‐oxo‐5‐phenyl‐1‐(2,2,2‐trifluoroethyl)‐3H‐1,4‐benzodiazepin‐3‐yl]acetamide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Chadha, 2012, 10.1111/j.1476-5381.2012.01863.x)	NA	NA
NA	Chanda_Jan2012	JNJ-39490282	CC(C)(Oc1ccc(Cl)cc1Br)C(=O)NC2C4CC3CC2C[C@](NS(C)(=O)=O)(C3)C4	"NA"	2‐(2‐bromo‐4‐chlorophenoxy)‐2‐methyl‐N‐{5 [(methylsulfonyl)amino]tricyclo[3.3.1.13,7]dec‐2‐yl}propanamide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Chadha, 2012, 10.1111/j.1476-5381.2012.01863.x)	NA	Check structure
NA	mefenamic acid	mefenamic acid	OC(C1=CC=CC=C1NC2=C(C)C(C)=CC=C2)=O	ZINC20241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Chadha, 2012, 10.1111/j.1476-5381.2012.01863.x)	NA	NA
NA	Chanda_Jan2012	L-364373 (R-L3)	CN(C1=CC=CC=C1C(C5=CC=CC=C5F)=N[C@@H]2CC3=CNC4=C3C=CC=C4)C2=O	ZINC4654954	[(3‐R)‐1, 3‐dihydro‐5‐(2‐fluorophenyl)‐3‐(1H‐indol‐3‐ylmethyl)‐1‐methyl‐2H‐ 1,4‐benzodiazepin‐2‐one]	S5–S6 pore domain site	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Chadha, 2012, 10.1111/j.1476-5381.2012.01863.x)	NA	NA
NA	gabapentin	gabapentin	O=C(O)CC1(CN)CCCCC1	ZINC4949	2-[1-(aminomethyl)cyclohexyl]acetic acid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Manville, 2018, 10.1124/mol.118.112953)	NA	NA
NA	pregabalin	pregabalin	CC(C)CC(CC(=O)O)CN	ZINC5152	3-(aminomethyl)-5-methylhexanoic acid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Manville, 2018, 10.1124/mol.118.112953)	NA	NA
NA	retigabine	retigabine	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N	ZINC16154	ethyl N-[2-amino-4-[(4-fluorophenyl)methylamino]phenyl]carbamate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Manville, 2018, 10.1124/mol.118.112953)	NA	NA
NA	XE-991	XE-991	O=C1C2=CC=CC=C2C(CC3=CC=NC=C3)(CC4=CC=NC=C4)C5=C1C=CC=C5	ZINC37866146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Manville, 2018, 10.1124/mol.118.112953)	NA	NA
NA	amino acid	glycine	C(C(=O)O)N	ZINC4658552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Manville, 2019, 10.1038/s42003-019-0648-3)	NA	NA
NA	amino acid	GABA	OC(CCCN)=O	ZINC1532620	4-Aminobutanoic acid	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Manville, 2019, 10.1038/s42003-019-0648-3)	NA	NA
NA	retigabine	retigabine	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N	ZINC16154	ethyl N-[2-amino-4-[(4-fluorophenyl)methylamino]phenyl]carbamate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Manville, 2019, 10.1038/s42003-019-0648-3)	NA	NA
NA	retigabine	retigabine	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N	ZINC16154	ethyl N-[2-amino-4-[(4-fluorophenyl)methylamino]phenyl]carbamate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Lemmerhirt, 2015, 10.1002/cmdc.201402442)	NA	NA
NA	Lemmerhirt_2015	Lemmerhirt_2015_20	CCOC(=O)Nc2ccc(N(C)Cc1ccc(F)cc1)cc2N	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Lemmerhirt, 2015, 10.1002/cmdc.201402442)	NA	NA
NA	Lemmerhirt_2015	Lemmerhirt_2015_21	CCOC(=O)Nc2ccc(N(C)Cc1ccc(F)cc1)cc2N	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Lemmerhirt, 2015, 10.1002/cmdc.201402442)	NA	NA
NA	Lemmerhirt_2015	Lemmerhirt_2015_22	CCOC(=O)Nc2ccc(N(C)Cc1ccc(F)cc1)cc2N	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Lemmerhirt, 2015, 10.1002/cmdc.201402442)	NA	NA
NA	Lemmerhirt_2015	Lemmerhirt_2015_5	CCOC(=O)N(C)c2ccc(NCc1ccc(F)cc1)cc2N	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Lemmerhirt, 2015, 10.1002/cmdc.201402442)	NA	NA
NA	Lemmerhirt_2015	Lemmerhirt_2015_7	CCOC(=O)n3c(=O)[nH]c2nc(NCc1ccc(F)cc1)ccc23	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Lemmerhirt, 2015, 10.1002/cmdc.201402442)	NA	NA
NA	Lemmerhirt_2015	Lemmerhirt_2015_27	CCOC(=O)Nc2ccc(NCc1ccc(F)cc1)nc2	ZINC242943868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Lemmerhirt, 2015, 10.1002/cmdc.201402442)	NA	NA
NA	Lemmerhirt_2015	Lemmerhirt_2015_4	CCOC(=O)N(C)c2ccc(NCc1ccc(F)cc1)nc2N	ZINC224796962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Lemmerhirt, 2015, 10.1002/cmdc.201402442)	NA	NA
NA	Lemmerhirt_2015	Lemmerhirt_2015_28	CCOC(=O)Nc2ccc(N(C)Cc1ccc(F)cc1)nc2	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Lemmerhirt, 2015, 10.1002/cmdc.201402442)	NA	NA
NA	Lemmerhirt_2015	Lemmerhirt_2015_23	CCOC(=O)Nc2ccc(N(C)Cc1ccc(F)cc1)nc2	"NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Lemmerhirt, 2015, 10.1002/cmdc.201402442)	NA	NA
NA	Lemmerhirt_2015	acetaminophen	C/C(O)=N\c1ccc(O)cc1	ZINC13550868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Lemmerhirt, 2015, 10.1002/cmdc.201402442)	NA	NA
NA	Lemmerhirt_2015	N-methylacetaminophen	Cc1cc(ccc1O)NC(=O)C	ZINC1747085	N-(4-hydroxy-3-methylphenyl)acetamide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Lemmerhirt, 2015, 10.1002/cmdc.201402442)	NA	NA
NA	flupirtine	flupirtine	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N	ZINC1473	ethyl N-[2-amino-6-[(4-fluorophenyl)methylamino]pyridin-3-yl]carbamate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Lemmerhirt, 2015, 10.1002/cmdc.201402442)	NA	NA
Flupirtine	Bock_2018	Bock_2018_6a	CCOC(=O)Nc2ccc(SCc1ccc(F)cc1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Bock, 2018, 10.1039/C8OB02530D)	NA	NA
Flupirtine	Bock_2018	Bock_2018_6b	CCOC(=O)Nc2ccc(SCc1ccccc1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Bock, 2018, 10.1039/C8OB02530D)	NA	NA
Flupirtine	Bock_2018	Bock_2018_6c	CCOC(=O)Nc2ccc(SCc1ccc(F)c(F)c1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Bock, 2018, 10.1039/C8OB02530D)	NA	NA
Flupirtine	Bock_2018	Bock_2018_6d	CCOC(=O)Nc2ccc(SCc1ccc(C(F)(F)F)cc1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Bock, 2018, 10.1039/C8OB02530D)	NA	NA
Flupirtine	Bock_2018	Bock_2018_7a	CCOC(=O)Nc2ccc(S(=O)Cc1ccc(F)cc1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Bock, 2018, 10.1039/C8OB02530D)	NA	NA
Flupirtine	Bock_2018	Bock_2018_7b	CCOC(=O)Nc2ccc(S(=O)Cc1ccc(F)cc1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Bock, 2018, 10.1039/C8OB02530D)	NA	NA
Flupirtine	Bock_2018	Bock_2018_7c	CCOC(=O)Nc2ccc(S(=O)Cc1ccc(F)c(F)c1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Bock, 2018, 10.1039/C8OB02530D)	NA	NA
Flupirtine	Bock_2018	Bock_2018_7d	CCOC(=O)Nc2ccc(S(=O)Cc1ccc(C(F)(F)F)cc1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Bock, 2018, 10.1039/C8OB02530D)	NA	NA
Flupirtine	Bock_2018	Bock_2018_8a	CCOC(=O)Nc2ccc(S(=O)(=O)Cc1ccc(F)cc1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Bock, 2018, 10.1039/C8OB02530D)	NA	NA
Flupirtine	Bock_2018	Bock_2018_8b	CCOC(=O)Nc2ccc(S(=O)(=O)Cc1ccccc1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Bock, 2018, 10.1039/C8OB02530D)	NA	NA
Flupirtine	Bock_2018	Bock_2018_8c	CCOC(=O)Nc2ccc(S(=O)(=O)Cc1ccc(F)c(F)c1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Bock, 2018, 10.1039/C8OB02530D)	NA	NA
Flupirtine	Bock_2018	Bock_2018_8d	CCOC(=O)Nc2ccc(S(=O)(=O)Cc1ccc(C(F)(F)F)cc1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Bock, 2018, 10.1039/C8OB02530D)	NA	NA
NA	flupirtine	flupirtine	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N	ZINC1473	ethyl N-[2-amino-6-[(4-fluorophenyl)methylamino]pyridin-3-yl]carbamate	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1002/open.201800244)	NA	NA
NA	Surur_Jan2019	Surur_Jan2019_9a	Nc2nc(Sc1ccc(F)cc1)ccc2NC(=O)C3CCC(F)C(F)C3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1002/open.201800244)	check substitutents	NA
NA	Surur_Jan2019	Surur_Jan2019_9b	CCOC(=O)Nc3ccc(Sc2ccc(c1ccccc1)cc2)nc3N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1002/open.201800244)	check substitutents	NA
NA	Surur_Jan2019	Surur_Jan2019_9c	CCOC(=O)Nc2ccc(Sc1ccc(OC)c(OC)c1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1002/open.201800244)	check substitutents	NA
NA	Surur_Jan2019	Surur_Jan2019_9d	CCOC(=O)Nc2ccc(Sc1ccccn1)nc2N	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	(Surur, 2019, 10.1002/open.201800244)	check substitutents	NA
