reference	substance_name	receptor	cell_line	measurement	assay_params	value	units	significant	info	retigabine_site	ICA27243_site
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_368	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_369	KCNQ2/3	HEK	QPatch	3uM dose	O	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_370	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_371	KCNQ2/3	HEK	QPatch	3uM dose	O	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_372	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_373	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_374	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_375	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_376	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_377	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_378	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_379	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_380	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_381	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_382	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_383	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_384	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_385	KCNQ2/3	HEK	QPatch	3uM dose	O	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_386	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_387	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_388	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_389	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_390	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_391	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_392	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_393	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_394	KCNQ2/3	HEK	QPatch	3uM dose	O	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_395	KCNQ2/3	HEK	QPatch	3uM dose	O	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_396	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_397	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_398	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_399	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_400	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_401	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_402	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_403	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_404	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_405	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_406	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_407	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_408	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_409	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_410	KCNQ2/3	HEK	QPatch	3uM dose	O	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_411	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_412	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_413	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_414	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_415	KCNQ2/3	HEK	QPatch	3uM dose	O	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_416	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_417	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_418	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_419	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_420	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_421	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_422	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_423	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_424	KCNQ2/3	HEK	QPatch	3uM dose	O	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_425	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_426	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_427	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_428	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_429	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_430	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_431	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_432	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_433	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_434	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_435	KCNQ2/3	HEK	QPatch	3uM dose	O	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_436	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_437	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_438	KCNQ2/3	HEK	QPatch	3uM dose	O	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_439	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_440	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_441	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_442	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_443	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_444	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_445	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_446	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_447	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_448	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_449	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_450	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_451	KCNQ2/3	HEK	QPatch	3uM dose	O	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_452	KCNQ2/3	HEK	QPatch	3uM dose	O	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_453	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_454	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_455	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_456	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_457	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_458	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_459	KCNQ2/3	HEK	QPatch	3uM dose	+++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_460	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_461	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_462	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_463	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_464	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_465	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_466	KCNQ2/3	HEK	QPatch	3uM dose	++	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
(Bozik, 2019, US-201916358642-A)	Bozik_Mar2019_467	KCNQ2/3	HEK	QPatch	3uM dose	+	fold increase over baseline (+: 1.2-2.9; ++: 2-3.9; +++: >4, O: open channel at holding potential)	NA	https://www.surechembl.org/document/US-10851067-B2	NA	NULL
